Japanese;English;French;German;
"なぜなのアナタ・・・
いったい汚い野良ウサギなんかの
どこがいいの! 理解に苦しむわ!!";"I'd like to go home now!


Mr. Engineer, would you
PLEASE take me back to
Castle Town?";"Excuse-moi, mais je vais
te demander de me
raccompagner à la citadelle!";"Ich werde jetzt gehen!


Vielleicht nimmt mich der
Lokführer ja mit nach
Hyrule-Stadt.";
"汚い野良ウサギ・・・だと
おまえに ウサギのなにが
分かるっていうんだ!!";"Well, you sure know them
better than you know me!

Do you have any idea how
worried I've been about
you?
I don't want to see you in
that ridiculous getup ever
again!
For all I care, you can stay
here with your bunnies
forever!";"Et toi, as-tu seulement idée
de tout le souci que je me
suis fait pour toi?
Je ne veux plus jamais te
voir dans cet accoutrement
ridicule!
Tu n'as qu'à rester ici à
jouer avec tes stupides
lapins!";"Weißt du eigentlich, wie 
sehr ich mich gesorgt habe
wegen dir?
Dann bleib meinetwegen
hier bei deinen Hasen!";
"機関士さん 連れてきてもらって
悪いけど・・城下町まで
乗せてってちょうだい!!";"You know, I think I've
changed my mind. I won't
be heading back to town.
After all, it's my husband's
big heart that first drew
me to him.
Maybe I'm the one who
needs to change how I think
about things.
You've done me a huge
service in bringing me
here. Thank you so much.";"Finalement, je ne vais pas
rentrer à la citadelle...

S'il ne jure plus que par
les lapins, c'est peut-être
un peu ma faute...
Je vais rester ici encore
quelque temps!

Je te remercie pour tout ce
que tu as fait pour moi.";"Ich habe es mir anders
überlegt, Lokführer. Bring
mich noch nicht zurück.
Er hat einfach ein so
großes Herz, deswegen
liebe ich ihn ja!
Vielleicht müssen wir nur
in aller Ruhe reden. Dann 
wird alles wieder gut!
Auf jeden Fall vielen Dank
für deine Hilfe!";
"じゃあ あなたはわたしが
どれだけ心配したか
分かるっていうの？
アナタのその変な格好なんか
もう二度と見たくないわ!!

アナタはそうして
しぬまでウサギと
遊んでいたらいいのよ!!";"Maybe I'm the one who
drove my husband to spend
all his time with rabbits.
I'm going to stay here and
see if I can't fix things
between us!";"S'il ne jure plus que par
les lapins, c'est peut-être
un peu ma faute...
Je vais rester ici encore
quelques temps!";"Er ist so vernarrt in diese
Hasen...

Aber vielleicht liegt es ja
auch ein wenig an mir...
Wir versuchen es zusammen!";
"機関士さん・・・
やっぱり 城下町に戻るのは
やめておくわ
あの人がウサギにしか
心を開かなくなったのも

もしかしたら 私にも原因が
あるかもしれないと思うの・・
もう少し ここで頑張ってみるわ!
あなたには 本当にお世話に
なったわね 感謝してるわ
ありがとう";"Welcome to Rabbit Haven, 
friend!

Aren't bunnies just the
absolute cutest?";"Bienvenue à Lapiland!
Ces lapins sont adorables,
tu ne trouves pas?";"Willkommen im Hasenland!
Hier gibt es süße Häschen!";
"あの人がウサギにしか
心を開かなくなったのも

もしかしたら 私にも原因が
あるかもしれないと思うの・・
もう少し ここで頑張ってみるわ!";"You've caught [Unknown_Tag] of 10
grass rabbits.";"Vous avez attrapé
[Unknown_Tag]  des plaines
sur dix.";"Waldhase
[Unknown_Tag] von 10 gefangen!";
"ウサギランドへ ようこそなのら!!
ウサギも
なかなか かわいいわね";"You've caught [Unknown_Tag] of 10
snow rabbits.";"Vous avez attrapé
[Unknown_Tag]  des neiges
sur dix.";"Schneehase
[Unknown_Tag] von 10 gefangen!";
"草ウサギ
10羽中[Unknown_Tag]羽つかまえた";"You've caught [Unknown_Tag] of 10
water rabbits.";"Vous avez attrapé
[Unknown_Tag]  des mers
sur dix.";"Seehase
[Unknown_Tag] von 10 gefangen!";
"雪ウサギ
10羽中[Unknown_Tag]羽つかまえた";"You've caught [Unknown_Tag] of 10
mountain rabbits.";"Vous avez attrapé
[Unknown_Tag]  des montagnes
sur dix.";"Berghase
[Unknown_Tag] von 10 gefangen!";
"海ウサギ
10羽中[Unknown_Tag]羽つかまえた";"You've caught [Unknown_Tag] of 10
sand rabbits.";"Vous avez attrapé
[Unknown_Tag]  des sables
sur dix.";"Sandhase
[Unknown_Tag] von 10 gefangen!";
"山ウサギ
10羽中[Unknown_Tag]羽つかまえた";"Well, this is an odd place...";"Quel endroit étrange...";"Das ist wirklich ein
merkwürdiger Ort hier...";
"砂ウサギ
10羽中[Unknown_Tag]羽つかまえた";"";"";"";
"なにやら
ふしぎな ところですね・・・";"";"";"";
"";"Aw, rats! I was gonna ask
you to take me to
Papuzia Village.
But I guess you're already
giving the bridge worker a
ride, huh...
Well, no biggie. I'll just
walk there and take some
killer pics along the way.
Oh, but you should know
that the bridge worker is
super-mega fussy.
If you don't blow your
whistle when the signs say
so...
Or if you don't follow the
signs telling you to speed
up or slow down...
Or if you don't stop right
at the platform...

Or if you get hit by an
enemy while you're
travelling...
He'll jump off the train
and yell at you 'til he's
blue in the face.
Also, don't use the reverse
on the gearbox to brake
suddenly!
That kind of thing is
dangerous for the
passengers!
But this is all stuff a good
engineer already knows.

I have it all written down
at my house, so swing by if
you ever forget. Good luck!";"Ah, j'arrive trop tard, on
dirait! Je voulais que tu me
conduises à Papousia...
Mais Tomar est déjà monté
à bord.

... Tant pis, j'irai à pied.
Je pourrai prendre des
photos en chemin.
Au fait, Tomar est très à
cheval sur les règles de
conduite, fais attention.
Donne un coup de sifflet
quand tu vois un panneau
de sifflet.
Respecte les panneaux qui
te disent de ralentir ou
d'accélérer.
Ne dépasse pas le panneau
d'arrêt quand tu arrives à
une gare.
Evite de te faire toucher
par des ennemis.

Sinon, il s'énervera et
descendra immédiatement
du train.
Ah, et évite de freiner
brutalement en passant en
marche arrière.
Ce n'est pas très agréable
pour les passagers. Mais tu
le savais déjà, non?
Tout ce que je viens de te
dire est consigné par écrit
chez moi.
N'hésite pas à aller y jeter
un œil si tu as besoin de te
rafraîchir la mémoire.
Bon courage!";"Ach, da war ich zu
langsam.

Ich wollte nach Papuzia,
aber du hast schon Malleus
an Bord.
Na, egal. Dann laufe ich
und mache unterwegs ein
paar Bilder.
Aber du solltest wissen,
dass Malleus... nicht ganz
einfach ist.
Ignorier nicht das
Dampfpfeifenschild!

Und beachte die 
Geschwindigkeitsbegrenzung!

Die Haltelinie am
Bahnhof ist zu beachten!

Und Schaden durch Feinde
solltest du auch nicht
einstecken!
Sonst kriegst du was zu
hören, dass dir die Ohren
schlackern!
Und brems auch nicht
während der Fahrt mit dem
Rückwärtsgang!
Das ist gefährlich für deine
Passagiere! Aber als
Lokführer weißt du das...
Wenn du Zeit hast, schau
mal wieder bei mir vorbei!";
"";"Oh, and watch out while
you're giving the bridge
worker a ride.
He's fussier than a squeaky
rail!

If you don't blow your
whistle when the signs say
to...
Or if you don't follow the
signs telling you to speed
up or slow down...
Or if you don't stop right
at the platform...

Or if you get hit by an
enemy while you're
travelling...
He'll get all bent out of
shape. If you don't wanna
get an earful, be careful!
Also, don't use the reverse
on the gearbox to brake
suddenly!
That kind of thing is
dangerous for the
passengers!
But this is all stuff a good
engineer already knows.

I have it all written down
at my house, so swing by if
you ever forget. Good luck!";"Tomar est très à cheval sur
les règles de conduite, fais
attention.
Donne un coup de sifflet
quand tu vois un panneau
de sifflet.
Respecte les panneaux qui
te disent de ralentir ou
d'accélérer.
Ne dépasse pas le panneau
d'arrêt quand tu arrives à
une gare.
Evite de te faire toucher
par des ennemis ou il
s'énervera.
Evite de freiner brutalement
en passant en marche
arrière.
Ce n'est pas très agréable
pour les passagers. Mais tu
le savais déjà, non?
Tout ce que je viens de te
dire est consigné par écrit
chez moi.
N'hésite pas à aller y jeter
un œil si tu as besoin de te
rafraîchir la mémoire.
Bon courage!";"Pass auf, wenn du Malleus
an Bord hast. Er ist kein
einfacher Passagier!
Ignorier nicht das
Dampfpfeifenschild!

Und beachte die 
Geschwindigkeitsbegrenzung!

Die Haltelinie am
Bahnhof ist zu beachten!

Und Schaden durch Feinde
solltest du auch nicht
einstecken!
Sonst kriegst du was zu
hören, dass dir die Ohren
schlackern!
Und brems auch nicht
während der Fahrt mit dem
Rückwärtsgang!
Das ist gefährlich für deine
Passagiere! Aber als
Lokführer weißt du das...
Wenn du mehr wissen willst,
komm vorbei!";
"たはぁー 一足おそかったかー!!
パプチアまで乗せていって
欲しかったんですけどぉ・・
ケンゾウさんを乗せていって
あげるんですね

・・・しょうがないっ
ボクは ゲキシャしながら
のんびり 歩いていきますよぉ
そうそう ケンゾウさんは
汽車の運転にうるさいヒトだから
気をつけたほうがいいですよぉ
汽笛を鳴らせの
標識を無視したり

減速開始 減速終わり
の標識を無視したり

目的地のホームで
停車位置の標識を
越えてしまったり
敵からダメージを受けたりすると


すぐに機嫌が悪くなって
降りるって怒り出すから
注意してください
それから 走ってるときに
いきなりギアをバックに入れて
急ブレーキするのも
乗ってるヒトが危ないから
やめといたほうがいいよぉ

まあ 機関士としては
当然ですよねぇ!

いま言ったことは
ボクの 家に行けば読めるので
いつでも見に来ていいですよぉ
では ガンバッてくださいね!!";"Looks like Mr. Bridge
Worker got all huffy and
went home.";"On dirait que Tomar est
rentré chez lui en colère.";"Malleus scheint wütend
nach Hause gegangen zu
sein.";
"ケンゾウさんは
汽車の運転にうるさいヒトだから
注意して運転してくださいよぉ
汽笛を鳴らせ
の標識を無視したり

減速開始 減速終わり
の標識を無視したり

目的地のホームで
停車位置の標識を
越えてしまったり
敵からダメージを受けたりすると
すぐに機嫌が悪くなるので
注意してくださいね
それから 走ってるときに
いきなりギアをバックに入れて
急ブレーキするのも
乗ってるヒトが危ないから
やめといたほうがいいよぉ
まあ 機関士としては当然だよね!
いま言ったことは
ボクの 家に行けば読めるので
いつでも見に来ていいですよぉ
では ガンバッてくださいね!!
";"Say, if it isn't you again!
What's shaking, pal?

You ever seen that big
stone arch that stands
over the tracks?
Makes ya think, doesn't it?
Who MADE it? For WHAT?
What a mystery!
I hear the triangle-shaped
thing at the top of the arch
does something.
But only if you hit it real
hard!

But I don't even know what
that thing is! What could it
BE? WHAT?
Ah, sorry for rambling. I
just get excited about rad
stuff!";"Oh! Comme on se retrouve!


Dis, tu as déjà vu ces
arches de pierre sur les
voies?
Qui a construit ces
arches mystérieuses?
Quand? Et pourquoi?
Il paraît que si on frappe
leur ornement triangulaire,
ça fait quelque chose...
Mais personne ne sait à
quoi elles servent...

Ah, excuse-moi...
Je t'ennuie avec mes
histoires.";"Ah, du bist's wieder!


Hast du den Steinbogen auf
den Schienen gesehen?

Warum ist der hier?
Wer hat ihn gebaut?
Ich muss es wissen!
Ich wette, wenn man das
Dreieck da oben drauf
trifft, passiert etwas!
Aber was nur?


Tut mir leid. Das
interessiert dich sicher
nicht...";
"ケンゾウさん
怒って帰ってきたみたいですね
";"";"";"";
"あっ また会いましたねっ!!


線路にある石のアーチって
見たことある？

いつ だれが!! 何のためにっ!!
作ったのかわからない
なぞのアーチなんだ!!
アーチの上にある三角形の
飾りにしょうげきを与えて
使うものらしいけど・・
それが何なのかさえ
分からないんだ・・

あっ ゴメン・・
キミには関係のない
話だったね";"";"";"";
"海のロコモ族 センリンとの
セッションに成功した!
海の大地の石版が輝き出す!
新しい線路が現れた!";"You successfully played
the Song of Ocean's
Restoration!
The Ocean Glyph has
started glowing!

New tracks have appeared!";"Vous avez réussi votre duo
avec Pysto, le Locomo des
mers!
La stèle marine se met
à briller!

De nouvelles voies sont
apparues!";"Du hast das Lied der
Erneuerung mit Spul
gespielt!
Die Meerestafel
leuchtet auf!

Neue Strecken sind nun
verfügbar!";
"鳥使いの唄を手に入れた！
遠くの鳥を よぶことができる

コレクト画面で確認しよう！";"You got the 
Song of Birds!

Play it to call a bird over.


Check it out on your
Collection screen!";"Vous avez appris le chant
des oiseaux!

Il vous permet d'appeler
un oiseau au loin.

Allez voir dans votre
inventaire!";"Du hast den Vogelruf
gelernt!

Spiele ihn, um einen Vogel
anzulocken.

Sieh ihn dir gleich in
deiner Sammlung an!";
"汽車で出発しますか?
はいいいえ";"Do you want to board the
train?
YesNo";"Veux-tu prendre le train?
OuiNon";"Sollen wir fahren?
Ja.Nein.";
"さあ 出発しましょう!";"OK, let's go!";"Alors, allons-y!";"Zurücktreten bitte!";
"そうですか
はやく 行きましょうよ!";"Is that right? Come on, we
should get going.";"Bon, alors dépêchons-nous!";"Beeilen wir uns!";
"センリン様
おられませんでしたね

さあ センリン様を
探しに行きましょう
はいいいえ";"Looks like Carben's not 
here...

Let's go find him!
Right!Not yet";"Nous n'avons pas trouvé
Pysto...

Partons à sa recherche.
OuiNon";"Spul scheint nicht hier
zu sein...

Lass uns aufbrechen und
nach ihm suchen, ja?
Los!Nein.";
"海の神殿の結界も
張り直せましたし

神の塔に向かいましょう
はいいいえ";"We've restored the tracks
in the Ocean Land.

Let's go back to the Tower
of Spirits now.
All rightWait...";"Nous avons restauré le
sceau du temple marin.

Retournons à la tour des
dieux, d'accord?
OuiNon";"Wir haben die Schienen
hier erneuert.

Es kann weitergehen! Wollen
wir?
Ja.Nein.";
"海の線路も復活したことですし
海の神殿を目指しましょう!
はいいいえ";"We've restored the path to
the Marine Temple. 

Why don't we head there?
SureHold on";"Nous pouvons désormais
emprunter les rails menant
au temple marin!
Allons y faire un tour!
OuiNon";"Die Schienen zum
Meerestempel sind wieder
da!
Auf zum Tempel!
Ja.Nein.";
"海のホコラで
センリン様が待っています

早く行って
海の線路を復活させましょう
はいいいえ
";"Carben is waiting at
the Island Sanctuary.

Let's hurry over there so
we can restore the path to
the Marine Temple.
Are you ready?
Let's go!Wait";"Pysto nous attend au
sanctuaire marin.

Allons-y vite pour restaurer
l'accès au temple marin.
OuiNon";"Wir müssen jetzt zum
Meeresschrein. Spul wartet
schon auf uns.
Beeilen wir uns, damit wir
zum Meerestempel können!
Ja.Nein.";
"センリン様が 客車に乗って
待っています

はやく汽車に乗って
ホコラに向かいましょう!
はいいいえ";"Carben is waiting in the
train's passenger car.

Let's hurry and take him to
the Island Sanctuary.
All rightNo";"Pysto attend dans le train.


Rendons-nous vite au
sanctuaire!
OuiNon";"Spul sitzt schon im Zug
und wartet darauf, dass wir
losfahren.
Bringen wir ihn schnell zum
Schrein!
Ja.Nein.";
"センリン様は
この村にいるはずです
早く探しましょう!
それとも どこか 汽車で
行きたいところがあるのですか?
はいいいえ";"The Lokomo Carben should
be somewhere in this town.
Hurry and find him.
Or do you want to take the
train out of here?
TrainStay";"Pysto devrait être quelque
part dans ce village! Il
faut vite le trouver!
A moins que tu ne veuilles
te rendre ailleurs en train?
OuiNon";"Spul muss hier irgendwo
sein! Suchen wir ihn!

Oder möchtest du
woandershin fahren?
Ja.Nein.";
"もう少し 村人と話してから
出発しましょう！ わたしも
いろいろな人に会いたいです
それとも
出発した方がいいですか?
はいいいえ";"Let's talk to the villagers
more before we go. I want
to meet everyone!
Or do you really, really
want to leave?
Let's goWait";"Avant de partir, allons
discuter un peu plus avec
les villageoises.
Tu crois qu'il vaut mieux
partir tout de suite?
Oui!Non...";"Bevor wir aufbrechen,
sollten wir noch mit ein
paar Bewohnern sprechen...
Oder willst du schon los?
Ja.Nein.";
"今は センリン様に
降りてきてもらう方法を
探すのが先です!
それとも どこかほかに
行きたいところがあるのですか?
はいいいえ";"Right now we should figure
out how to get Carben to
come down.
Or is there someplace else
you really need to go?
YesNah";"Il faut trouver un moyen
de faire descendre Pysto!

A moins que tu ne veuilles
aller voir ailleurs?
OuiNon";"Zuerst sollten wir uns um
Spul kümmern, findest du
nicht auch?
Oder willst du woandershin
fahren?
Ja.Nein.";
"村を発つのは
村の長に会ってからにしませんか
わたしも占ってもらいたいです
それとも 
早く 出発したいですか
はいいいえ";"We should talk to the Wise
One before we go. I want
to hear my fortune!
Or do you really want to
leave now?
YesNo";"On ne devrait pas aller voir
la matriarche avant de
quitter le village?
Je voudrais qu'elle me
prédise mon avenir.

A moins que tu ne veuilles
partir au plus vite?
OuiNon";"Sollten wir nicht erst die
Dorfälteste besuchen? Und
sie um Rat fragen?
Oder willst du schon los?
Ja.Nein.";
"センリン様を
置いて行くのですか？

どこか ほかに
行きたいところがあるのですか？
はいいいえ";"Wait, you want to head off
without Carben?

Are you sure?
YepNah";"Tu vas laisser Pysto ici?


Est-ce que tu veux aller
ailleurs?
OuiNon";"Willst du Spul denn hier
zurücklassen?

Und stattdessen woanders
hinfahren?
Ja.Nein.";
"なんじゃ ホコラまで
乗せていく気になったか？
はいいいえ";"Oh, are you ready to go to
the Island Sanctuary?
YesNo";"Ça y est, tu veux bien me
ramener au sanctuaire?
OuiNon";"Bist du bereit, zum Schrein
zu fahren?
Ja.Nein.";
"うむ
じゃあ 先に乗っとるぞ!";"I'll be waiting for you in
the train.";"Très bien. Je t'attends dans
le train!";"Danke! Ich steig schon mal
ein!";
"なんじゃ どういうことじゃ
ワシの力が必要なんじゃないのか
";"Hm, what's this? I thought
you said you needed my
help!";"Qu'est-ce que ça veut
dire? Tu n'es pas censé
avoir besoin de moi?";"Warum nicht? Du brauchst
mich doch, oder?";
"[Link]!
着きましたね パプチアの村

ここは 子供のころに
バカンスに来て以来です

海水浴がしたいですね?
したいしたくない";"Well, here we are in
Papuzia Village!

We summered here once
when I was young, but I
haven't been here since.
Want to go swimming?
Do I ever!Nah";"[Link]! Nous
sommes arrivés au village
de Papousia!
La dernière fois que je suis
venue ici, j'étais encore
une enfant.
Nous étions venus en
vacances...

Ça ne te donne pas envie
de te baigner?
SiNon";"Ah, [Link]!
Das hier ist also Papuzia!

Als Kind habe ich
manchmal Ferien am Meer
gemacht.
Man möchte direkt im
Meer Schwimmen gehen!
Ja.Ach, nee.";
"体が元にもどったら
また ここに来て
いっしょに 泳ぎましょうね！
さあ!
はやく 行きましょう!";"When I get my body back,
we should definitely come
back here to swim!
Anyway, let's get going!";"Quand j'aurai retrouvé mon
corps, nous pourrons aller
nous baigner tous les deux!
Allez! Dépêchons-nous!";"Wenn ich meinen Körper
zurückhabe, sollten wir
hier schwimmen gehen!
Aber dazu müssen wir ihn
erst finden...";
"あら [Link]
まさか 泳げないんじゃぁ?

フフフ・・・
わたしが 教えてあげましょうか?
いやおしえて";"Oh, do you not know how
to swim, [Link]?

That's so sad. Do you want
me to teach you how?
NahSure";"Ne me dis pas que tu
ne sais pas nager,
[Link]!
Hihihi, tu voudras que
je t'apprenne?
NonOui";"Kannst du nicht schwimmen,
[Link]?

Keine Angst, ich kann es
dir beibringen. Na?
Nein.Na dann!";
"遠慮しなくていいですよ
体が元にもどったら
たっぷり 教えてあげますね！
さあ! 行きましょう!";"Well, don't worry. When I
get my body back, I'll teach
you how!
OK, let's go!";"Ne fais pas ton timide.
Quand j'aurai retrouvé mon
corps, je t'apprendrai.
Bien, allons-y!";"Sei kein Frosch!
Aber gut, gehen wir!";
"お母さま仕込みの 泳ぎ
見せてあげますね!";"OK, I'll show you my best
swimming moves.";"Je te montrerai comment ma
mère m'a appris à nager!";"Wenn ich mit dir fertig bin,
schwimmst du wie ein
Fisch!";
"見て!
[Link]!

あれ あそこで飛んでいる方


もしかしたら・・・
あの方が
センリン様じゃないかしら?";"Oh! Look over there,
[Link]!

That white-haired fellow
floating in the air...

Could he be the Lokomo
Carben?";"Regarde, [Link]!


Tu vois cette personne
qui vole, là-bas?

Se pourrait-il que ce soit
Pysto?";"Sieh mal, [Link]!


Da drüben...


Könnte das...
Könnte das vielleicht
Spul sein?";
"センリンさまー


夢中で
聞こえていないみたいですね・・・";"Carben! CARBEEEEEEN!


He's in some sort of daze
and doesn't seem to hear
us...";"Pystooo!


Il est si absorbé qu'il ne
nous entend pas...";"Spul... SPUUUL!


Er scheint uns nicht
hören zu können...";
"どうしたらいいかしら？
村の人たちに
相談してみましょうか";"Maybe the Wise One will
know what to do...";"Que faire? Si nous allions
demander conseil aux
villageoises?";"Vielleicht sollten wir die
Dorfbewohner fragen...";
"[Link]
もしかして ここは・・・

海賊のアジト!


とりあえず
奥に進んでみましょう!
";"Oh, wow...


Is this the Pirate Hideout
that the people in Papuzia
were talking about?
Let's see what's back there!";"Est-ce que par hasard,
cet endroit ne serait pas...

le repaire des pirates
dont parlaient les gens
de Papousia?
Avançons pour voir,
[Link]!";"Wo sind wir denn hier
gelandet, [Link]?

Ist hier das Piratenversteck,
von dem uns die Bewohner
Papuzias erzählt haben?
Lass uns mal sehen!";
"汽車に乗ってどこかへ
行きたいのですか?
はいいいえ";"Do you want to take the
train out of here?
YesNo";"Veux-tu prendre le train
pour aller quelque part?
OuiNon";"Sollen wir fahren?
Ja.Nein.";
"さあ 出発しましょう!";"Then let's go!";"Alors, c'est parti!";"Auf geht's!";
"そうですか・・・";"Really? But we should get
going soon!";"Je vois. Dépêchons-nous!";"Na gut, aber wir sollten uns
beeilen!";
"なんじゃ
気持ちよく飛んでおったのに
鳥使いの唄なんぞ 吹きよって
その唄は鳥を呼び寄せる力を
持っておるのじゃぞ";"The nerve! There I was,
flying high in the sky,
unwinding...
Then you play the Song of 
Birds and I come crashing
down!
Don't you know that song 
has the power to call 
birds to you?";"Que se passe-t-il? J'étais
tranquille, à flotter dans
les airs...
Et toi, tu joues le chant
des oiseaux.

Comme tu as pu le voir,
ce chant permet d'attirer
les oiseaux.";"Und ich war gerade dabei,
mich zu entspannen...
Der Vogelruf...
Er hat die Kraft, die
Bewohner des Himmels
herbeizurufen...";
"センリン様
何をしてらしたのですか
大声でお呼びしたのですが・・・";"It's true, and we saw the
note that you were here.

Did you not hear me?
I was yelling your name!";"Mais que faisiez-vous,
Pysto?

Vous pourriez répondre
quand on vous appelle!";"Was machst du denn, Spul?
Wir haben dich doch
gerufen!";
"まあ そう怒るな
何も遊んどったわけじゃないぞ

世界を旅する鳥たちに
各地の話を聞いておったのじゃ
";"Don't be so upset. I wasn't
just lollygagging, you know.

I was talking to the birds
about the different places
they've seen. ";"Allons, ne te fâche pas,
je n'étais pas en train
de m'amuser.
J'écoutais les nouvelles que
les oiseaux rapportent des
quatre coins du monde.";"Es gibt doch keinen Grund,
sich derart aufzuregen...

Ich habe meinen fliegenden
Freunden gelauscht...";
"センリン様
鳥たちとお友達なのですね

それより わたしたち
急いでいるんです";"Oh, I didn't know you were
friends with birds, Carben.

But never mind that. We're
in dire need of your help!";"Vous êtes amis avec les
oiseaux, Pysto?

Ce n'est pas le moment de
parler de ça. Nous sommes
pressés!";"Die fliegenden Freunde?
Ach, die Vögel hier! Das
ist schön...
Aber wir haben es wirklich
eilig...";
"ふむ
線路を元にもどしたいんじゃな

もうちょっと
のんびりしていきたいんじゃがの
まあ よい
なら おぬしの汽車で ホコラまで
連れて行っておくれ
はいいいえ";"Hmph. Let me guess. You
want me to restore the
spirit tracks, don't you?
I was hoping to relax here 
a little longer, but fine.

Take me to the Island
Sanctuary on your train.
Let's go!Wait...";"Oh? Vous voulez restaurer
les voies ferrées?

J'aurais aimé rester ici à
me reposer encore un peu.
Tant pis...
Raccompagnez-moi au
sanctuaire en train.
D'accordNon";"Jaja, ich weiß...
Ihr wollt die Schienen
wiederherstellen, richtig?
Ich hätte mich gerne noch
etwas hier ausgeruht...
Aber sei's drum!
Bringt ihr mich mit eurer
Lok zum Schrein?
Ja.Nein.";
"なんじゃと おぬしたち
海のホコラに行ったのか
ごくろうだったのお";"What's that? You say that
you went to the Island
Sanctuary?";"Comment? Vous êtes allés
au sanctuaire marin?
Ça n'a pas dû être facile.";"Und ihr habt mich am
Meeresschrein gesucht?
Und dabei war ich hier!";
"どこじゃ どこじゃ
まさか 海で・・・

いや 泳ぎが得意な
あの方に限って
それはないはずじゃ";"Where is she? Where is
she? The ocean... Could
she have...
No, she's a great swimmer.
There's no way she could
have...";"Où est-elle? Elle ne s'est
quand même pas noyée
dans la mer...
Non, c'est impossible, elle
nage comme un poisson.";"So viel Meer...
Im Meer, ja...

Sie kann wirklich gut
schwimmen... Aber da ist
sie nicht alleine!";
"どこじゃ どこじゃ
まさか 鳥に・・・

ありえる話じゃ
わしも いざ
鳥につかまって 参りますぞ";"Where is she? Where is
she? Could she have gone
with the birds?
Hm, that IS a possibility.
I should grab on to one of
these birds and go myself.";"Où est-elle? Se serait-elle
fait enlever par un oiseau?

C'est fort possible. Dans
ce cas, moi aussi je vais
m'accrocher à un oiseau!";"Ob sie vielleicht mit
einem der Vögel...

Das könnte sein...
Ich werde versuchen, einen
zu ergreifen!";
"どーこじゃーーー";"WHEEEEERE IS SHE?";"Où est-eeeeelle?!";"Hmm, wie nur...";
"手に入れた 思い人は 狙われる
小さきものを従えし
大きなものに気をつけろ
今日のラッキーアイテムは
[Unknown_Tag]じゃ";"A person dear to you will
be taken.

Pay attention to the little
details. The big things too.

What you need for today is
[Unknown_Tag]!";"Celui que tu avais enfin
trouvé pourrait t'être
enlevé.
Prends garde au géant
accompagné de sa horde
de diablotins.
Ta journée sera placée
sous le signe
[Unknown_Tag].";"Will man Freunde dir
rauben, verfolge die Kleinen
und fürchte den Großen...
Eigenschaft des Tages:
[Unknown_Tag]!";
"大地に音色を響かせろ
さすれば
海底の住人に迎えられるであろう
今日のラッキーアイテムは
[Unknown_Tag]じゃ";"Greet the land with a sharp
sound and the way to the 
ocean floor will appear.
What you need for today is
[Unknown_Tag]!";"Fais retentir le chant de
l'attelage de métal à la
surface.
Ainsi, l'hôte des fonds
marins viendra t'accueillir.

Ta journée sera placée
sous le signe
[Unknown_Tag].";"Lass erklingen an Land den
Ton, der den Weg zum
Meeresgrund eröffnet!
Eigenschaft des Tages:
[Unknown_Tag]!";
"そうだろう";"I thought so...";"N'est-ce pas?";"Hmm...";
"隠さなくていいんだよ
わたしは 全てを
知っているんだからね";"Don't be shy about telling
me. Remember, I already
know everything.";"Inutile de mentir, je sais
tout.";"Du musst nichts verbergen.
Ich weiß ohnehin alles...";
"どうだい オマエの運命を
占ってやろうじゃないか
お願い断る";"Well? Do you want me to
tell your fortune?
PleaseNah";"Veux-tu que je te prédise
ton avenir?
OuiNon";"Soll ich dir dein Schicksal
vorhersagen?
Bitte!Nein!";
"じゃあ いまから聞く質問に
はっきりした声で
答えておくれ";"I'm going to ask you some
questions, so answer them
with a strong, clear voice.";"Bien, réponds aux questions
que je vais te poser d'une
voix haute et claire.";"Nun, dann antworte nun
laut und deutlich auf meine
Fragen!";
"そうかい・・・


後悔しないと
いいけどねえ・・・";"I see...


Well, I hope you don't
regret this...";"Je vois...


J'espère que tu ne le
regretteras pas...";"Ach so...


Ich hoffe, du wirst das
nicht noch einmal bereuen...";
"彼の地に 思い人はおらぬ
ふたたび 予言者の言葉を
求めることになるであろう
今日のラッキーアイテムは
[Unknown_Tag]じゃ";"In another land, a man goes
through life with an empty
heart.
He looks for love, but only
a prophet can help him.

What you need for today is
[Unknown_Tag]!";"Celui que tu cherches n'est
pas là où il devrait être.

Il te faudra à nouveau
avoir recours à la
divination.
Ta journée sera placée
sous le signe
[Unknown_Tag].";"Auf seinem Grund sind die
Gesuchten nicht... Frag
das Orakel erneut...
Eigenschaft des Tages:
[Unknown_Tag]!";
"空の住人たちの 集まるところ
孤独なしるしの その足元には
彼らを呼ぶ音の石が潜むであろう
今日のラッキーアイテムは
[Unknown_Tag]じゃ";"Below where the sky
dwellers gather, near the
lonely tree...
There is a hidden sound
stone that will call him.

What you need for today is
[Unknown_Tag]!";"Là où se rassemblent les
habitants du ciel se lamente
un arbre solitaire.
A ses pieds se cache la
mélodie qui appellera
celui que tu cherches.
Ta journée sera placée
sous le signe
[Unknown_Tag].";"Wo die Bewohner des
Himmels sich sammeln, bei
dem einsamen Zeichen...
Dort findest du einen
Weg, ihn zu rufen...

Eigenschaft des Tages:
[Unknown_Tag]!";
"どうした 何を黙っておる?";"What? Speak up, child!";"Que se passe-t-il?
Pourquoi tu ne dis rien?";"Warum sagst du nichts?";
"占いを やめるのか?
はいいいえ";"So... Destiny means that 
little to you, does it?
YupActually...";"Tu veux arrêter la
divination?
OuiNon";"Willst du etwa aufhören?
Ja.Nein.";
