Japanese;English;French;German;
"聖なる泉のほこら


いにしえの精霊使いたちが
魔を打ち破る力を求め
この地をおとずれた時
泉に宿る 大精霊が
3種類の みなもとを元にして

彼らの精霊に さらなる能力を
あたえたとされる場所";"The Shrine at Spirit Island


The servant spirits came
here long ago in search of
the power to defeat evil.
The three spirits used
Spirit Gems to gain the
power they required.";"Temple de l'île des Esprits


Il y a bien longtemps,
les esprits servants
se réunirent ici.
Ils étaient en quête
du pouvoir capable
de détruire le mal.
Les trois esprits usèrent
des gouttes d'esprit pour
obtenir ce qu'ils désiraient.";"Der Schrein auf der Insel 
der Lichtgeister

Die Lichtgeisterdiener 
kamen vor langer Zeit hier-
her auf der Suche nach... 
...einem Weg, das Böse zu 
besiegen. 

Die drei Lichtgeister 
benutzten die Lichtgeist-
tropfen...
...um die Macht zu 
erlangen, die sie brauchten.";
"みなもとは 10個集めることで
精霊の力を引き出し

20個集めることで
完全なる解放をもたらす";"Ten Spirit Gems will
give great power to
a spirit.
Twenty Spirit Gems are
required for a spirit to
fully realize its power.";"Dix gouttes d'esprit
amplifient les pouvoirs
d'un esprit.
Vingt gouttes d'esprit
permettent à un esprit
d'atteindre sa plénitude.";"Zehn Lichtgeisttropfen
geben dem Lichtgeist große
Kraft.
Zwanzig Lichtgeisttropfen
sind vonnöten, um seine
volle Kraft hervorzubringen.";
"力を授かりし精霊は
自由に変えることができ
そなたの能力を引き出すであろう
コレクト画面を開き
精霊のアイコンをタッチすれば
力授かりし精霊を変更できる
また 同じ精霊をタッチすれば
解除することができるであろう

精霊に宿る特別な力も
選んでいなければ
効果がないので 注意すべし";"Equip spirits that have
been powered up to boost
your own abilities.
Open the Collection screen
and tap the Spirit icon to 
equip a powered-up spirit.
Also, if you tap the same 
spirit, you will deselect it.

You can't utilize a spirit's
power unless you equip it.
Remember that!";"Equipez-vous des esprits
qui ont monté en niveau
pour utiliser leur pouvoir.
Ouvrez l'écran de quête et
touchez l'icône d'un esprit
pour vous en équiper.
De même, touchez un esprit
équipé pour ne plus utiliser
son pouvoir.
Attention! Vous ne pouvez
pas utiliser le pouvoir d'un
esprit qui n'est pas équipé!";"Rüste dich mit erstarkten 
Lichtgeistern aus, um deine 
eigenen Fähigkeiten zu...
...verbessern. Öffne deine 
Sammlung und berühre das 
Lichtgeist-Symbol...
...um einen Lichtgeist 
auszuwählen. 

Wenn du denselben Licht-
geist ein zweites Mal be-
rührst...
...legst du ihn wieder ab. 


Du kannst die Kraft eines 
Lichtgeistes nur benutzen, 
wenn du ihn gewählt hast. 
Merk dir das!";
"なんとなく
意味ありげな島だが・・・

船に乗るか？
しゅっぱつ！まだいい";"Seems like something on
this island would be worth
the trip, but...
You want to leave
already?
Set sail!Not yet!";"Je dirais qu'il y a quelque
chose ici qui vaut la peine
qu'on explore, mais...
C'est toi qui vois!
Tu veux partir?
On part!Plus tard!";"Scheint so, als wäre etwas 
auf dieser Insel die Reise 
wert, aber...
Willst du schon wieder 
gehen?
JaNoch nicht";
"そうかい";"Really.";"Vraiment?";"Tatsächlich?";
"[Link]よ・・・


わたしは この泉に宿り
永き刻を たゆたう
精霊の神の使い
あなたが 来るのを
待っていました・・・";"[Link]...


I am the servant to the 
goddess of spirits that
dwells in this spring...
I have been awaiting your
arrival...";"[Link]...


Je suis le servant de la
déesse des esprits qui
réside en cette fontaine...
J'attendais ta venue...";"[Link]...


Ich bin die Dienerin der 
Göttin der Lichtgeister, die
in dieser Quelle wohnt...
Ich habe schon auf dich 
gewartet...";
"あなたが従える精霊は 
まだ 本来の力を
取り戻してはいません 
力を取り戻したくば
この世界にちらばる 
精霊のみなもとを見つけ出し
ここに 持ってくるのです 


力の精霊のために 
力のみなもと 

知恵の精霊のために 知恵の 
勇気の精霊のために
勇気のみなもとを集めて・・・ 
そうすれば 精霊たちは
本来の力を取り戻し

さらなる
冒険の助けとなるでしょう ";"The spirits that travel with
you have not recovered
their true strength.
To restore their power, you
must find Spirit Gems
scattered around the world.
Then you must bring them
here.

Power Gems for the 
Spirit of Power.

Wisdom Gems for the Spirit
of Wisdom... Courage Gems
for the Spirit of Courage...
Collect these, and the
spirits will recover their
true power.
Then they will be of even
greater assistance to you
in your quest.";"Les esprits qui voyagent
avec toi n'ont pas encore
regagné tout leur pouvoir.
Pour le restaurer, trouve
les gouttes d'esprit
dispersées de par le monde.
Tu dois ensuite ramener
ces gouttes en ces lieux.

Gouttes de force pour
l'esprit de la force.

Gouttes de sagesse pour
l'esprit de la sagesse.

Gouttes de courage pour
l'esprit du courage...

Rassemble-les et les esprits
retrouveront tout leur
pouvoir.
Leur aide te sera alors
encore plus appréciable
dans ta quête.";"Die Lichtgeister, die mit dir
reisen, haben noch nicht ihr
volles Potential entfaltet.
Um ihre Kraft zurückzuge-
winnen, musst du die Licht-
geisttropfen finden...
...die in aller Welt verteilt 
sind. Dann musst du sie 
hierher bringen.
Krafttropfen für den 
Lichtgeist der Kraft.

Weisheittropfen für 
den Lichtgeist der Weis-
heit... 
Und Muttropfen für 
den Lichtgeist des Mutes... 

Sammle diese und die 
Lichtgeister entfalten ihre 
wahre Stärke.
Dann werden sie dir bei 
deinem Abenteuer sogar 
noch nützlicher sein.";
"あなたが従える精霊は 
まだ 本来の力を
取り戻してはいません 
力を取り戻したくば
この世界にちらばる 
精霊のみなもとを見つけ出し
ここに 持ってくるのです 


力の精霊のために 
力のみなもと 

知恵の精霊のために
知恵のみなもとを集めて・・・ 

そうすれば 精霊たちは
本来の力を取り戻し

さらなる
冒険の助けとなるでしょう ";"The spirits that travel with
you have not recovered
their true strength.
To restore their power, you
must find Spirit Gems
scattered around the world.
Then you must bring them
here.

Power Gems for the 
Spirit of Power.

Wisdom Gems for the
Spirit of Wisdom... 

Collect these, and the
spirits will recover their
true power.
Then they will be of even
greater assistance to you
in your quest.";"Les esprits qui voyagent
avec toi n'ont pas encore
regagné tout leur pouvoir.
Pour le restaurer, trouve
les gouttes d'esprit
dispersées de par le monde.
Tu dois ensuite ramener
ces gouttes en ces lieux.

Gouttes de force pour
l'esprit de la force.

Gouttes de sagesse pour
l'esprit de la sagesse....

Rassemble-les et les esprits
retrouveront tout leur
pouvoir.
Leur aide te sera alors
encore plus appréciable
dans ta quête.";"Die Lichtgeister, die mit dir
reisen, haben noch nicht ihr
volles Potential entfaltet.
Um ihre Kraft zurückzuge-
winnen, musst du die Licht-
geisttropfen finden... 
...die in aller Welt verteilt 
sind. Dann musst du sie 
hierher bringen.
Krafttropfen für den 
Lichtgeist der Kraft.

Weisheittropfen für 
den Lichtgeist der Weis-
heit... 
Sammle diese und die 
Lichtgeister entfalten ihre
wahre Stärke.
Dann werden sie dir bei 
deinem Abenteuer sogar 
noch nützlicher sein.";
"あなたが従える精霊は 
まだ 本来の力を
取り戻してはいません 
力を取り戻したくば
この世界にちらばる 
精霊のみなもとを見つけ出し
ここに 持ってくるのです 


そうすれば 精霊たちは
本来の力を取り戻し

さらなる
冒険の助けとなるでしょう ";"The spirits that travel with
you have not recovered
their true strength.
To restore their power, you
must find Spirit Gems
scattered around the world.
Then you must bring them
here.

Collect these, and the
spirits will recover their
true power.
Then they will be of even
greater assistance to you
in your quest.";"Les esprits qui voyagent
avec toi n'ont pas encore
regagné tout leur pouvoir.
Pour le restaurer, trouve
les gouttes d'esprit
dispersées de par le monde.
Tu dois ensuite ramener
ces gouttes en ces lieux.

Rassemble-les et les esprits
retrouveront tout leur
pouvoir.
Leur aide te sera alors
encore plus appréciable
dans ta quête.";"Der Lichtgeist, der mit dir
reist, hat noch nicht sein
volles Potential entfaltet.
Um seine Kraft zurückzuge-
winnen, musst du die Licht-
geisttropfen finden...
...die in aller Welt verteilt 
sind. Dann musst du sie 
hierher bringen.
Sammle diese und der 
Lichtgeist entfaltet seine
wahre Stärke.
Dann wird er dir bei 
deinem Abenteuer sogar 
noch nützlicher sein.";
"みなもとを かかげますか？
ちからちえゆうきやめとく";"Which Spirit Gems do you
want to present?
PowerWisdomCourageNone";"Quelles gouttes d'esprit
veux-tu présenter?
ForceSagesseCourageAucune";"Welche Lichtgeisttropfen
willst du darreichen?
KraftWeisheitMutKeinen";
"みなもとを かかげますか？
ちからちえやめとく";"Which Spirit Gems do you
want to present?
PowerWisdomNone";"Quelles gouttes d'esprit
veux-tu présenter?
ForceSagesseAucune";"Welche Lichtgeisttropfen
willst du darreichen?
KraftWeisheitKeinen";
"みなもとを かかげますか？
かかげるやめとく";"Which Spirit Gems do you
want to present?
PowerNone";"Quelles gouttes d'esprit
veux-tu présenter?
ForceAucune";"Welche Lichtgeisttropfen
willst du darreichen?
KraftKeinen";
"泉は不思議な光をたたえている・・・


みなもとを かかげますか？
ちからちえゆうきやめとく";"The spring is filled with 
a mysterious light...

Which Spirit Gems do you
want to present?
PowerWisdomCourageNone";"La fontaine est remplie
d'une lumière mystérieuse...

Quelle goutte d'esprit
veux-tu présenter?
ForceSagesseCourageAucune";"Die Quelle ist mit einem 
mysteriösen Licht erfüllt...

Welche Lichtgeisttropfen
willst du darreichen?
KraftWeisheitMutKeinen";
"泉は不思議な光をたたえている・・・


みなもとを かかげますか？
ちからちえやめとく";"The spring is filled with 
a mysterious light...

Which Spirit Gems do you
want to present?
PowerWisdomNone";"La fontaine est remplie
d'une lumière mystérieuse...

Quelles gouttes d'esprit
veux-tu présenter?
ForceSagesseAucune";"Die Quelle ist mit einem 
mysteriösen Licht erfüllt...

Welche Lichtgeisttropfen
willst du darreichen?
KraftWeisheitKeinen";
"泉は不思議な光をたたえている・・・


みなもとを かかげますか？
かかげるやめとく";"The spring is filled with 
a mysterious light...

Which Spirit Gems do you
want to present?
PowerNone";"La fontaine est remplie
d'une lumière mystérieuse...

Quelles gouttes d'esprit
veux-tu présenter?
ForceAucune";"Die Quelle ist mit einem 
mysteriösen Licht erfüllt...

Welche Lichtgeisttropfen
willst du darreichen?
KraftKeinen";
"あなたは これまで
力のみなもとを [Unknown_Tag]個
見つけました
あと[Unknown_Tag]個のみなもとを
手に入れた時

あなたの力の精霊は
さらなる能力を
解き放つでしょう";"So far you have located
[Unknown_Tag] Power Gems.

You must find [Unknown_Tag] more
Spirit Gems...

Before your Spirit of
Power's ability will
increase again.";"Voici le nombre de
gouttes de force que
tu as trouvées: [Unknown_Tag].
Tu dois en trouver
encore [Unknown_Tag]...

Alors, le pouvoir de l'esprit
de la force sera restauré à
nouveau.";"Bisher hast du 
[Unknown_Tag] Krafttropfen
gefunden.
Du musst noch [Unknown_Tag] Licht-
geisttropfen finden...

...bevor die Fähigkeit des 
Lichtgeistes der Kraft sich
verbessert.";
"あなたは これまで
力のみなもとを [Unknown_Tag]個
見つけました
それだけの数の
みなもとがあれば

力の精霊の さらなる能力を
解き放つことができるでしょう";"So far you have located
[Unknown_Tag] Power Gems.

With this many Spirit
Gems...

More of your Spirit of
Power's true ability will
be unleashed!";"Voici le nombre de
gouttes de force que
tu as trouvées: [Unknown_Tag].
Avec ces gouttes d'esprit...
le pouvoir de l'esprit de la
force va augmenter.";"Du hast bisher
[Unknown_Tag] Krafttropfen
gefunden.
Mit derart vielen Licht-
geisttropfen...

Wird mehr von der wahren 
Macht des Lichtgeistes der 
Kraft freigesetzt!";
"おいでなさい 力の精霊よ


[Link]が集めた
その みなもとによって

原初の精霊の
力を思い出すのです";"Come forth, Spirit of
Power!

Using the Spirit Gems
this boy has collected...

Search yourself for the
true extent of your
spirit power!";"Viens, esprit de la force!


A l'aide des gouttes
d'esprit que ce garçon
a rassemblées...
Cherche en toi et
redécouvre l'étendue
de ton pouvoir!";"Tritt vor, Lichtgeist der 
Kraft!

Mit den Lichtgeisttropfen, 
die dieser Junge gesammelt 
hat...
... geh in dich und finde 
deine wahre Macht!";
"・・・あなたの行く手に
精霊の加護のあらんことを";"May the divine protection
of the spirits be with you 
everywhere you venture...";"Que les esprits te protègent
sur ta route périlleuse...";"Mögen dich die Lichtgeister
beschützen, wohin auch 
immer du gehst...";
"既に あなたは
全ての 力のみなもとを集め

力の精霊の能力を
完全に解放しています

これからは
力以外の みなもとを
探していくと良いでしょう";"You have collected all of 
the Power Gems...

The true power of the 
Spirit of Power has been
fully awakened.
You should now shift your
attention to collecting the
other Spirit Gems.";"Tu as rassemblé toutes les
gouttes de force...

L'esprit de la force a
retrouvé tout son pouvoir.

Tu devrais dorénavant
porter ton attention sur
les autres gouttes...";"Du hast alle Krafttropfen
gesammelt...

Die wahre Macht des Licht-
geistes der Kraft ist voll-
ständig erwacht.
Du solltest nun auch die 
anderen Lichtgeisttropfen
sammeln.";
"おおっと


まだ あがりますね";"Ahhhh...


It still has even more
potential for power.";"Ahhhh...


Son pouvoir n'est pas
encore complètement
restauré.";"Ahhhh...


Es schlummert immer noch
unentdeckte Macht in ihm.";
"泉は不思議な光をたたえている・・・";"The spring is filled with 
a mysterious light...";"La fontaine est remplie
d'une lumière mystérieuse...";"Die Quelle ist von einem
mysteriösen Licht erfüllt...";
"あなたは 全てのみなもとを集め
精霊の力を完全に引き出しました

わたしからは
もう何も与えるものはありません";"You have collected all the
Spirit Gems, and the power
of the spirits is awakened.
There is nothing more that I
can do for you.";"Tu as rassemblé toutes les
gouttes et restauré le
pouvoir de tous les esprits.
Il n'y a plus rien que je
puisse faire pour toi.";"Du hast alle Lichtgeisttrop-
fen gesammelt und die 
Macht der Lichtgeister ist...
...erwacht. Es gibt nichts 
mehr, was ich noch für dich
tun könnte.";
"あなたは これまで
知恵のみなもとを [Unknown_Tag]個
見つけました
あと[Unknown_Tag]個のみなもとを
手に入れた時

あなたの知恵の精霊は
さらなる能力を
解き放つでしょう";"So far you have found
[Unknown_Tag] Wisdom Gems.

Acquire [Unknown_Tag] more of
these Spirit Gems...

And the Spirit of Wisdom's
power will increase.";"Voici le nombre de gouttes
de sagesse que tu as
trouvées: [Unknown_Tag].
Tu dois en trouver
encore [Unknown_Tag]...

Alors, le pouvoir de l'esprit
de la sagesse sera restauré
à nouveau.";"Bisher hast du
[Unknown_Tag] Weisheittropfen
gefunden.
Erlange noch [Unknown_Tag] von 
diesen Lichtgeisttropfen...

...und die Kraft des Licht-
geistes der Weisheit wird 
stärker.";
"あなたは これまで
知恵のみなもとを [Unknown_Tag]個
見つけました
それだけの数の
みなもとがあれば

知恵の精霊の さらなる能力を
解き放つことができるでしょう";"So far you have found
[Unknown_Tag] Wisdom Gems.

With this many gems...


The Spirit of Wisdom's 
power will be awakened.";"Voici le nombre de gouttes
de sagesse que tu as
trouvées: [Unknown_Tag].
Avec ces gouttes d'esprit...
le pouvoir de l'esprit de la
sagesse va augmenter.";"Bisher hast du
[Unknown_Tag] Weisheittropfen 
gefunden.
Mit so vielen Lichtgeist-
tropfen...

Wird die Kraft des Licht-
geistes der Weisheit 
erwachen.";
"おいでなさい 知恵の精霊よ


[Link]が集めた
その みなもとによって

原初の精霊の
知恵を思い出すのです";"Come forth, Spirit of
Wisdom!

Using the gems that 
[Link] has
collected...
You must now recall the
true extent of your
spirit power!";"Viens, esprit de la sagesse!


A l'aide des gouttes
d'esprit que ce garçon
a rassemblées...
Cherche en toi et
redécouvre l'étendue
de ton pouvoir!";"Tritt vor, Lichtgeist der 
Weisheit!

Mit den Lichtgeisttropfen, 
die [Link] ge-
sammelt hat...
...musst du dich nun an 
das wahre Ausmaß deiner 
Kraft erinnern!";
"すでに あなたは
全ての 知恵のみなもとを集め

知恵の精霊の能力を
完全に解放しています

これからは
知恵以外の みなもとを
探していくと良いでしょう";"You have collected all of 
the Wisdom Gems...

The true power of the
Spirit of Wisdom has been
fully awakened.
You should now shift your
attention to collecting the
other Spirit Gems.";"Tu as rassemblé toutes les
gouttes de sagesse...

L'esprit de la sagesse a
retrouvé tout son pouvoir.

Tu devrais dorénavant
porter ton attention sur
les autres gouttes...";"Du hast alle Weisheit-
tropfen gesammelt...

Die wahre Kraft des Licht-
geistes der Weisheit ist
vollständig erwacht.
Du solltest dich nun mehr
auf andere Lichtgeisttropfen
konzentrieren.";
"あなたは これまで
勇気のみなもとを [Unknown_Tag]個
見つけました
あと[Unknown_Tag]個のみなもとを
手に入れた時

あなたの勇気の精霊は
さらなる能力を
解き放つでしょう";"So far you have found
[Unknown_Tag] Courage Gems.

Acquire [Unknown_Tag] more of
these Spirit Gems...

And the Spirit of Courage's
power will increase.";"Voici le nombre de gouttes
de courage que tu as
trouvées: [Unknown_Tag].
Tu dois en trouver
encore [Unknown_Tag]...

Alors, le pouvoir de l'esprit
du courage sera restauré à
nouveau.";"Bisher hast du
[Unknown_Tag] Muttropfen
gefunden.
Erlange noch [Unknown_Tag] von 
diesen Lichtgeisttropfen...

...und die Kraft des Licht-
geistes des Mutes wird 
stärker.";
"あなたは これまで
勇気のみなもとを [Unknown_Tag]個
見つけました
それだけの数の
みなもとがあれば

勇気の精霊の さらなる能力を
解き放つことができるでしょう";"So far you have found
[Unknown_Tag] Courage Gems.

With this many gems...


The Spirit of Courage's 
power will be awakened.";"Voici le nombre de gouttes
de courage que tu as
trouvées: [Unknown_Tag].
Avec ces gouttes d'esprit...
le pouvoir de l'esprit du
courage va augmenter.";"Bisher hast du [Unknown_Tag] Mut-
tropfen.

Mit so vielen Lichtgeist-
tropfen...

...wird die Kraft des Licht-
geistes des Mutes erweckt.";
"おいでなさい 勇気の精霊よ


[Link]が集めた
その みなもとによって

原初の精霊の
勇気を思い出すのです";"Come forth, Spirit of
Courage!

Using the gems that 
[Link] has
collected...
You must now recall the
true extent of your
spirit power!";"Viens, esprit du courage!


A l'aide des gouttes
d'esprit que ce garçon
a rassemblées...
Cherche en toi et
redécouvre l'étendue
de ton pouvoir!";"Tritt vor, Lichtgeist des 
Mutes!

Mit den Lichtgeisttropfen,
die [Link] 
gesammelt hat...
...musst du dich nun an 
das wahre Ausmaß deiner 
Kraft erinnern!";
"既に あなたは
全ての 勇気のみなもとを集め

勇気の精霊の能力を
完全に解放しています

これからは
勇気以外の みなもとを
探していくと良いでしょう";"You have collected all of 
the Courage Gems...

The true power of the
Spirit of Courage has been
fully awakened.
You should now shift your
attention to collecting the
other Spirit Gems.";"Tu as rassemblé toutes les
gouttes de courage...

L'esprit du courage a
retrouvé tout son pouvoir.

Tu devrais dorénavant
porter ton attention sur
les autres gouttes...";"Du hast alle Muttropfen 
gesammelt...

Die wahre Kraft des Licht-
geistes des Mutes ist voll-
ständig erwacht.
Du solltest dich jetzt mehr 
auf die anderen Lichtgeist-
tropfen konzentrieren.";
"あなたは まだ
勇気のみなもとを
見つけてはいません
あと[Unknown_Tag]個のみなもとを
手に入れた時

あなたの勇気の精霊は
さらなる能力を
解き放ちます";"You still have not found 
any Courage Gems.

You must find [Unknown_Tag] of
these Spirit Gems...

Otherwise, you will not
awaken the abilities of
the Spirit of Courage.";"Tu n'as toujours pas trouvé
de goutte de courage.

Il te faut trouver [Unknown_Tag] de ces
gouttes d'esprit, sinon...

Tu ne seras jamais à même
de restaurer le pouvoir de
l'esprit du courage.";"Du hast immer noch keine
Muttropfen gefunden.

Du musst [Unknown_Tag] von diesen
Lichtgeisttropfen finden...

Sonst werden die Fähigkei-
ten des Lichtgeistes des 
Mutes brachliegen.";
"あなたは まだ
知恵のみなもとを
見つけてはいません
あと[Unknown_Tag]個のみなもとを
手に入れた時

あなたの知恵の精霊は
さらなる能力を
解き放ちます";"You still have not found 
any Wisdom Gems.

You must find [Unknown_Tag] of
these Spirit Gems...

Otherwise, you will not
awaken the abilities of
the Spirit of Wisdom.";"Tu n'as toujours pas trouvé
de goutte de sagesse.

Il te faut trouver [Unknown_Tag] de ces
gouttes d'esprit, sinon...

Tu ne seras jamais à même
de restaurer le pouvoir de
l'esprit de la sagesse.";"Du hast immer noch keine
Weisheittropfen gefun-
den.
Du musst [Unknown_Tag] von diesen
Lichtgeisttropfen finden...

Sonst werden die Fähigkei-
ten des Lichtgeistes der 
Weisheit brachliegen.";
"ふーん・・・
これでパートナーの役目を
交代できるようになったわけね
アタシ以外の精霊に
ちゃんと つとまるのかしら？

まっ ものはためしだわ
早速 コレクト画面で
つけかえてみましょ！";"Ah... So I believe you
can now swap between
your spirits...
But can the other spirits
take care of you like I do?

I guess you won't know
until you try. Open the
Collection screen and see!";"Ah... Je vois que tu peux
finalement passer d'un
esprit à l'autre...
Mais est-ce que les autres
esprits peuvent s'occuper
de toi comme je le fais?
Tu ne sauras pas tant que
tu n'auras pas essayé...

Ouvre ton écran de quête
et essaie!";"Ah... du kannst jetzt deinen
Lichtgeistpartner frei aus-
wählen...
Aber werden die anderen 
Lichtgeister sich so um dich
kümmern wie ich?
Das musst du selbst aus-
probieren. 

Öffne deine Sammlung und 
wähle einen aus!";
"つるぎの刃を手に入れた！
柄がないので手に
持つことはできないぞ！";"You got the sword blade!
It doesn't have a handle,
so you can't hold it.";"Vous obtenez la lame
d'épée! Sans poignée, vous
ne pouvez pas l'utiliser.";"Du hast die Schwertklinge 
erhalten!

Sie hat keinen Griff, daher 
kannst du sie nicht in die 
Hand nehmen.";
"力の精霊がパワーアップした！
力の加護により 剣が炎をまとい
攻撃力が上がる！
精霊を交代する時は
コレクト画面で つけかえよう";"The Spirit of Power has
been powered up!

Your sword now burns
with flames! Swap spirits
on the Collection screen.";"L'esprit de la force a
monté en niveau!

Votre épée est maintenant
enflammée! Changez d'esprit
à l'écran de quête!";"Der Lichtgeist der Kraft 
wurde stärker! 

Diese Kraft stärkt deinen 
Angriff und umhüllt dein 
Schwert mit Flammen! 
Wechsle die Lichtgeister im
Sammlungsbildschirm.";
"知恵の精霊がパワーアップした！
知恵の守りで 盾が強化され
防御力が上がる！
精霊を交代する時は
コレクト画面で つけかえよう";"The Spirit of Wisdom has 
been powered up! Wisdom
now protects you.
Your shield's defense is
much greater! Swap spirits
from the Collection screen.";"L'esprit de la sagesse a
monté en niveau!

La sagesse vous protège et
améliore la protection que
vous procure le bouclier.
Changez d'esprit à l'écran
de quête.";"Der Lichtgeist der Weisheit 
ist stärker geworden! 

Weisheit beschützt dich und
stärkt die Abwehr deines 
Schilds! 
Wechsle die Lichtgeister im
Sammlungsbildschirm.";
"勇気の精霊がパワーアップした！
勇者の証明・・・剣から衝撃波を
飛ばせるようになる！
精霊を交代する時は
コレクト画面で つけかえよう";"The Spirit of Courage has
been powered up!

Your sword now hurls
shock waves! Swap spirits
from the Collection screen.";"L'esprit du courage a
monté en niveau!

Vous pouvez envoyer des
ondes de choc avec votre
épée.
Changez d'esprit à
l'écran de quête.";"Der Lichtgeist des Mutes 
wurde stärker! 

Du kannst Strahlen aus 
deinem Schwert feuern! 

Wechsle die Lichtgeister im
Sammlungsbildschirm.";
"力の精霊がパワーアップした！
力の加護が 最大まで高まり
攻撃力がさらに上がる！
精霊を交代する時は
コレクト画面で つけかえよう";"The Spirit of Power has
been powered up!

Your attack power is now
maximized! Swap spirits
on the Collection screen.";"L'esprit de la force a
monté en niveau!

Votre puissance d'attaque
a atteint son maximum!

Changez d'esprit à
l'écran de quête.";"Der Lichtgeist der Kraft 
wurde stärker! Dein Angriff
ist nun auf Maximum!
Wechsle die Lichtgeister im
Sammlungsbildschirm.";
"知恵の精霊がパワーアップした！
知恵の守りが 最大まで高まり
防御力が さらに上がる！
精霊を交代する時は
コレクト画面で つけかえよう";"The Spirit of Wisdom has 
been powered up!

Your defense has been
maximized! Swap spirits on
the Collection screen.";"L'esprit de la sagesse a
monté en niveau!

Votre défense a atteint son
maximum. Changez d'esprit
à l'écran de quête.";"Der Lichtgeist der Weisheit 
ist stärker geworden! 

Deine Verteidigung ist nun 
auf ihrem Maximum!

Wechsle die Lichtgeister im
Sammlungsbildschirm.";
"勇気の精霊がパワーアップした！
剣からでる衝撃波が
最大まで大きくなる！
精霊を交代する時は
コレクト画面で つけかえよう";"The Spirit of Courage has 
been powered up!

Your sword shock waves
are maxed! Swap spirits
on the Collection screen.";"L'esprit du courage a
monté en niveau!

Les ondes de choc que
votre épée envoie ont
leur puissance maximum.
Changez d'esprit à
l'écran de quête.";"Der Lichtgeist des Mutes 
wurde stärker! 

Die Strahlenstärke ist nun 
auf ihrem Maximum!

Wechsle die Lichtgeister im
Sammlungsbildschirm.";
"・・・・・・
";"......";"......";"......";
"もしもし！？";"Hello?!";"Bonjour?!";"Hallo?!?";
"すいません！？";"Excuse me?";"Excusez-moi?";"Entschuldigung?";
"・・・・・・・・・・・
";"...........";"...........";"...........";
"だめね・・・・
聞こえないのかしら？？
";"This isn't working...
Maybe he can't hear us...";"Cela ne marche pas...
Peut-être qu'il ne nous
entend pas...";"Das klappt nicht...
Vielleicht kann er uns nicht
hören...";
"そんな大きな声を
立てずとも聞こえておる！

おぬしらは 幽霊船を求めて
旅をしておるのだな・・・";"You don't have to yell!
I can hear you, you know!

So you guys are on a big
adventure in search of the
Ghost Ship, eh?!";"Ce n'est pas la peine de
hurler, je vous entends
très bien!
Vous cherchez le navire
fantôme...";"Ihr müsst nicht so schreien!
Ich höre euch auch so!

Und ihr? Seid ihr auf einem
großen Abenteuer? 

Ihr seid auf der Suche nach
dem Geisterschiff, wie?!?";
"え！？
どうして それを？";"Huh? How'd you know?";"Oh! Comment savez-vous?";"Häh? Woher weißt du das?";
"人間とは口で会話をしないと
自分の意思を伝えられんと
思っておる・・・
だが 本当は心の中で
会話はできるものだ・・

それを 口があるがために
あえて心を見ようと
しないだけなのだ・・・";"Humans always think that
unless they say something,
others won't hear them.
Truth is, people talk
just as loudly with their
hearts...
But because people have
mouths, they don't pay
attention to their hearts.";"Les humains pensent qu'il
faut ouvrir la bouche pour
communiquer.
En vérité, ils peuvent tout
aussi bien communiquer
avec le cœur...
Mais les hommes ont une
bouche, aussi ne prêtent-ils
pas attention à leur cœur.";"Menschen denken immer, 
wenn sie nichts sagen, wer-
den sie nicht gehört.
Aber in Wahrheit reden 
Menschen genauso laut mit
ihren Herzen...
Aber da Menschen Münder 
haben, achten sie nicht auf 
ihre Herzen.";
"[Link]よ・・・
今のおまえには私から伝える
べきものは何もない・・
だが いずれまた私の力を
欲するときがきっとくる

その時 この 鍛冶屋のサウズを
たずねて来るがいい！";"There is nothing I have
to tell you now,
[Link].
But there will come a
day when you require my
power.
It is then that you should
pay another visit to
Zauz the blacksmith!";"Je n'ai rien à te dire pour
l'instant, [Link].

Mais il viendra un temps
où tu auras besoin de mes
services.
C'est là que tu devras
rendre visite à Sazu,
le forgeron!";"Es gibt nichts, was ich dir
im Moment zu sagen hätte,
[Link].
Aber der Tag wird kommen,
an dem du meine Kraft 
benötigen wirst.
Dann solltest du Sauz, dem
Schmied, noch einen Besuch
abstatten!";
"[Link]よ！
そろそろ 来るころだと
思っておったぞ・・";"[Link]! I knew
you'd be visiting soon.";"Je savais que tu ne
tarderais pas à me rendre
visite, [Link].";"[Link]! Ich 
wusste, dass du mich bald
besuchen würdest.";
"すいません・・・
あなたが サウズさんですか？";"Uhh...sorry to interrupt
your hammering, but are
you Zauz?";"Excusez-nous, mais...
êtes-vous Sazu?";"Uhh... tut mir leid, dich zu
unterbrechen, aber bist du
Sauz?";
"おぬしらが ベラムーを
追っている ものどもか・・・";"You are the ones looking
for Bellum, aren't you?";"Vous poursuivez Bellum...
n'est-ce pas?";"Ihr seid diejenigen, die nach
Bellamu suchen, nicht 
wahr?";
"シーワンじいちゃんから
聞いてきたんだけど

じいちゃんと
どういう関係があるの？";"Old man Oshus told me
all about you.

What is your relationship
with the old man, anyway?";"C'est grand-papy qui nous
a dit de vous rendre visite.

Est-ce que ça veut dire
que vous le connaissez?";"Großvater Siwan hat uns 
von dir erzählt.

In welcher Beziehung stehst
du eigentlich zu Großvater?";
